Page	Section_number	Section_name	Order	User	Timestamp	Content
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have	2	 Swap: Remove Hebrew, Add Meditation 	0	Interstellarity	00:16, 14 December 2020 (UTC)	Hebrew isn't influential like other languages are. Meditation is influential in many cultures.
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have	2	 Swap: Remove Hebrew, Add Meditation 	1	GuzzyG	18:03, 14 December 2020 (UTC)	"Support

Oppose
Oppose Hebrew being the only dead language revived on a mass scale makes it a vital language to cover and does make it stand out."
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have	2	 Swap: Remove Hebrew, Add Meditation 	2	Toku	12:53, 19 December 2020 (UTC)	 I think Hebrew was influential more than other languages.--
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have	2	 Swap: Remove Hebrew, Add Meditation 	3	Minoo	21:33, 5 May 2021 (UTC)	 we should not swap a language with a spiritual practice. There are already 3 spiritual practices listed.
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have	3	 COVID-19 pandemic 	0	Xosé Antonio	21:20, 22 December 2020 (UTC)	Due to its huge worldwide impact, I suggest adding COVID-19 pandemic and removing smallpox as this disease is eradicated from 1980. --
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have	3	 COVID-19 pandemic 	1	Toku	09:27, 23 December 2020 (UTC)	  Smallpox was a very important disease from Antiquity to current era and there were more deadly epidemics than covid-19 in 1918-1920, in 1957-1958 or in 1968-1970. Smallpox is also regularly mentionned in biological warfare. Then, I think it's not a good idea to include a very recent disease. --
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have	3	 COVID-19 pandemic 	2	Dinoguy1000	16:52, 23 December 2020 (UTC)	" COVID-19's impact is because we're living through it now; it's very likely that in a decade it will be way less important. For comparison, the 1918 pandemic isn't listed here, even though that pandemic infected 500 million people worldwide and killed potentially 100 million of them (at a time when the global population was ""only"" 1.8 billion people); COVID-19 is likely to infect and kill far fewer people before it's contained. Even the Black Death, which killed between a third and a half of Europe, isn't listed here. 「"
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have	3	 COVID-19 pandemic 	3	Xosé Antonio	20:33, 23 December 2020 (UTC)	 I'm not an expert in medicine and diseases, but the importance of a disease is given not only by the number of casualties, but other aspects. I think it's an important subject for many reasons, it is the first pandemic disease broadcasted in live to the whole world, the negative impact on economy, work and trade is still unknown, it is profoundly changing the way of working and teaching, etc. Maybe smallpox deserves not to be removed, but there are another diseases in the list that could be. What about headache? --
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have	3	 COVID-19 pandemic 	4	Interstellarity	21:10, 23 December 2020 (UTC)	 - I would rather add Black Death first before adding this one since that was the deadliest pandemic in history. We don't know how history will remember this pandemic. Come back in 25 years and I might change my mind. I might support adding Black Death though.
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have	3	 COVID-19 pandemic 	5	Dawid2009	09:15, 23 April 2021 (UTC)	 Per Interstellarity --62.42.68.49 11:33, 22 March 2021 (UTC)
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have	4	 Additions and removals 	0	Interstellarity	17:15, 8 February 2021 (UTC)	This page doesn't seem to have a formal procedure on additions and removals. On enwiki's vital articles list, they have a formal procedure. For example, how do we know if we have consensus to add or remove something? Should we have a consensus on what to bold and what not to bold? Some things to think out. There could be a slower response to this one since this isn't as actively watched as enwiki's vital articles.
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have	4	 Additions and removals 	1	Dawid2009	10:09, 23 April 2021 (UTC)	"  Your open discussion at Talk:List of articles every Wikipedia should have#Creating a better list is probably the most helpful and best way to improve this list. However, to we have consensus from ""vrious diffrent users"" for ""ballanced list with global perspective"" I think we could introduce rule that one user can give just ""five proposals for removal per week"" and ""five proposals for addition per week"" (votings, could be doing ad infinitum) . Most active Wikipedians in that project should be welcomable for users who do not visit that page so often. This project certainly should not be dominated by handful of regulars user. This is for sure better to analyse twenty swap proposals from twenty various users than twenty from one person which can be combative (for example twenty swap proposals in biography, menwhile someone disagree the current quota is good), not?"
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have	4	 Additions and removals 	2	Dawid2009	10:09, 23 April 2021 (UTC)	 As for that procedure on Enhlish Wikipedia (I am active Wikipedian on Eglish Wikipedia too). This is formal voting proces which have been work well. Honestly I like that process but on the other hand later or ealier in practice there are four disdvantages 1 this procedure in practice does not work when list is very not stable and have many mistakes which could be improved by WP:Bold (for example list of 50 000 articles on ENwiki, list of 10 000 articles on metwiki and even list of 1000 articles on metawiki as well IMHO). Firstly we should wait when metalist will be bit more stable. 2When there are very few participants in the project, there are no objections how long discussion should be openen before making closure, 30 days is usually too short time in practice to gain estailished consensus 3 On English Wikipedia this procedure does not go on pair with key Wikipedia's rule  WP:involved, most discussions are closed by nominators/supporters even though in every other place on Wikipedia this is doing by uninvolved person. 4 Disadvantage of the point 2 and disadvantage of the point 3 sometimes cause that there are beurocracy games there. Bot can archive ongoing discussion which was not closed by any user (). Or WP:Involved user can close the discussion during the same time when make last decidive vote in the proposal (like here , , ), not giving time for opposers to keep oppose vote. This is my opinion about process on ENwiki. Like I said it work very well but probably the biggest disadvantage of that procedure is ignoring WP:involved rule because of when the rule WP:Involved is ignored, most active users have more influence for discussion than users who do not have so many time to check discussion regularry and do not bother to close the discussion.
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have	4	 Additions and removals 	3	Interstellarity	16:24, 23 April 2021 (UTC)	 You make very good points about a lot of good things. The enwiki's vital article list is more structured when it comes to deciding if an article should be added or removed. This place doesn't have specific rules regarding when an article should be added or removed. I think it is worth discussing how to best approach this and how do we know when we have a consensus.
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have	4	 Additions and removals 	4	Interstellarity	18:41, 23 April 2021 (UTC)	Pinging .
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have	4	 Additions and removals 	5	Dawid2009	06:34, 24 April 2021 (UTC)	  maybe try make voting proess in similar way what EN:WP:VA had years ago and try courage other users to everyone make 5 addition proposal per week and 5 removal proposals pr week. Here are diffs which shows how process on VA were working years ago: , . I have putted some !votes under nominations below, let see what will be later. FWISH Metalis have been often critised for more western bias than Enwiki's list. ENwiki not only reached formal procedure but had also much longer and consequence consensus for discussion. For example last 4000 edits on that talk page were made during last 13 years but talk page for WP:VA on ENwiki had about 4000 edits in last 3-4 years.
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have	4	 Additions and removals 	6	Interstellarity	11:41, 27 April 2021 (UTC)	 Personally, I'm open to anything. I think the ideas you come up with are very good.
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have	4	 Additions and removals 	7	Minoo	22:06, 5 May 2021 (UTC)	"Maybe we could agree to the following: 
 diversity in all dimensions is purpose of the list
 a change of the list needs more support than opposition
 a change needs at least 5 supporters on the discussion page 
 swapping like for like (category switch only with reason)
 single swaps (no mass changes)
 no living persons biographies
 proposals should be provided with a reason"
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have	5	 Some proposals 	0	Interstellarity	17:25, 8 February 2021 (UTC)	I'm going to propose the swaps that  suggested in an earlier post. I think all of these swaps are worth considering.
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have	5	 Some proposals 	1	Dawid2009	12:30, 10 February 2021 (UTC)	  I think number of biograpbies is already far too high on this list. Personally I would support removall of all biographies which Thi and GuzzyG have suggested except Hans Christian Andersen. The only biography which I would support very fastly add (for now, and among proposal which they gave) is Louis Pasteur due to obvious reason. I would keep H C Abdersen. In my view Fairy Tale should have one representative based disussion where someone nominated Fairy Tale for removal on English Wikipedia. H C Andersen is by far more vital than Grimm Brothers as he is the most translated author from 19th century (yes, he is THE one), the most popular European writer in China (yes, probably more than Shakespeare. While readers rather not search about Fairy Tales on the Wikipedia then there so many reliable sources for that fact on the Internet. There are even sources H C Andersen is the most popular forgein writer there) and represent Scandinavia area better than Grimm Brothers Germany.
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have	5	 Some proposals 	2	Interstellarity	12:59, 10 February 2021 (UTC)	 I have changed a few proposals so that most of the biographies are removed. Let me know what you think of them. I would like to ask you your thoughts on removing some of the countries on the list. Do you think any need to bhe removed? If so, which ones?
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have	5	 Some proposals 	3	Dawid2009	12:14, 13 February 2021 (UTC)	 . I agree number of countries is bit too high on this list too. Among 1000 divewrse space this is not very neccesary to list so many countries. 40-45 seems be about right. Firs three countries which I would remove would be Vatican City, Singapore and New Zealand but this is just me. I would prefer this topic be discussed among more people to not do it subjectively. I also keep votes in changes nominations by You. I am ambivalent about adult/adolescence so I did not put vote them.  Later or earlier personally I would remove all those biographies but I did not put vote at Tschaikovsky as there are also still other biographies which I would remove before Tschaikovsky but it jst me. Cheers.
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have	5	 Some proposals 	4	Dawid2009	12:14, 13 February 2021 (UTC)	"Swap St. Peter's Basilica for Shia Islam

Support
  Nom (Interstellarity)
 "
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have	5	 Some proposals 	5	Opqr	12:55, 26 February 2021 (UTC)	"Oppose
 Shia Islam is important,but St. Peter's Basilica is also important.--"
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have	5	 Some proposals 	6	Nicolas Eynaud	19:29, 5 March 2021 (UTC)	 I don't think we should have in the list the subdivision of important religions except for the two biggest ones : catholicism and Sunni Islam. --
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have	5	 Some proposals 	7	Minoo	21:46, 5 May 2021 (UTC)	 We should not swap building to religion
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have	5	 Some proposals 	8	Dawid2009	12:14, 13 February 2021 (UTC)	"Neutral

Discuss

Swap Chekov for Louis Pasteur Hygiene

Support
  Nom (Interstellarity)
 "
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have	5	 Some proposals 	9	Opqr	13:55, 12 February 2021 (UTC)	"Oppose
  Louis Pasteur on the list.--"
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have	5	 Some proposals 	10	GuzzyG	13:30, 23 February 2021 (UTC)	  200 is a good biography number, i didn't mean to swap weak biographies with non-biographies, just a more diverse base of biogaphies. Chekov is a important writer.
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have	5	 Some proposals 	11	Nicolas Eynaud	20:25, 25 February 2021 (UTC)	  Chekov is an important writer. --
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have	5	 Some proposals 	12	Interstellarity	14:20, 13 February 2021 (UTC)	"Neutral

Discuss
 I changed my proposal for something different."
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have	5	 Some proposals 	13	Dawid2009	12:14, 13 February 2021 (UTC)	"Swap Ovid for Protestantism
Support
  Nom (Interstellarity)
  Glaring big omnission. At least 100 times more important than Lutheranism or Luther who is on the list. Also note: User Opqr who is Japanese-centric supported addition of smaller branch of Christianity: Orthdox Church. There is no problem wit addition of more religion and philosophy articles if we decide make it in ballanced/diverse/nutral way."
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have	5	 Some proposals 	14	GuzzyG	13:30, 23 February 2021 (UTC)	"Oppose
  This goes to indepth on Christianity to the detriment of other religions. I'd take New Religious movements over this."
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have	5	 Some proposals 	15	Nicolas Eynaud	20:26, 25 February 2021 (UTC)	  Ovid is an important classical writer. --
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have	5	 Some proposals 	16	Minoo	22:09, 5 May 2021 (UTC)	  cat change, enough religion in list
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have	5	 Some proposals 	17	Dawid2009	12:14, 13 February 2021 (UTC)	"Neutral

Discuss

Swap Marlene Dietrich for Eastern Orthodox Church

Support
  Nom (Interstellarity)
 "
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have	5	 Some proposals 	18	Opqr		Edit: This article is not too big indeph focus on Christianity or Western bias.
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have	5	 Some proposals 	19	Opqr	12:51, 19 February 2021 (UTC)	--
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have	5	 Some proposals 	20	GuzzyG	13:30, 23 February 2021 (UTC)	"Oppose
  This goes to indepth on Christianity to the detriment of other religions. I'd take New Religious movements over this. We have so little women on this list as it is? She's a easy target, but with so many men why go for the little amount of women. are we going to list every Christian sect when this is a world list and the world is not fully Christian? What makes ""Eastern Orthodox Church"" more important to write a article in Amharic for than Chinese Buddhism? One of the many reasons listing regional religions that are offshoots off a major one is bad for this ""world"" list."
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have	5	 Some proposals 	21	Nicolas Eynaud	20:28, 25 February 2021 (UTC)	  Per GuzzyG + after the suppression of Spielberg, I don't it's a good idea to reduce again the number of articles regarding cinema in the list. --
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have	5	 Some proposals 	22	Minoo	21:53, 5 May 2021 (UTC)	 Artists are not enough represented in this list, GuzzyG did not suggest to remove Marlene Dietrich for Eastern Orthodox Church
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have	5	 Some proposals 	23	Dawid2009	12:14, 13 February 2021 (UTC)	"Neutral

Discuss

Swap Dvořák for Adult

Support
  Nom (Interstellarity)
  'Support removal"
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have	5	 Some proposals 	24	GuzzyG	13:30, 23 February 2021 (UTC)	"Oppose
  Adult is a bland article. Like Box, not my definition of ""vital""."
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have	5	 Some proposals 	25	Nicolas Eynaud	20:24, 25 February 2021 (UTC)	  Per GuzzyG. --
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have	5	 Some proposals 	26	Minoo	21:55, 5 May 2021 (UTC)	 I do not see why this should be one of the most imoprtant articles in wikipedia
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have	5	 Some proposals 	27	Opqr	12:51, 19 February 2021 (UTC)	"Neutral

Discuss

Swap Tchaikovsky for Adolescence

Support

Oppose
  Tchaikovsky is important. Adolescence is not so important.--"
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have	5	 Some proposals 	28	GuzzyG	13:30, 23 February 2021 (UTC)	  Per Opqr.
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have	5	 Some proposals 	29	Nicolas Eynaud	20:23, 25 February 2021 (UTC)	  Per Opqr too. --
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have	5	 Some proposals 	30	Minoo	22:10, 5 May 2021 (UTC)	  no reason given
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have	5	 Some proposals 	31	Dawid2009	12:14, 13 February 2021 (UTC)	"Neutral

Discuss

Swap Mahler for Information Age

Support
  Nom (Interstellarity)
 "
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have	5	 Some proposals 	32	Whym	06:37, 21 February 2021 (UTC)	"Oppose
 ""Information age"" would be too close to ""Information technology"" which is included in the list."
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have	5	 Some proposals 	33	GuzzyG	13:30, 23 February 2021 (UTC)	  Per Whym.
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have	5	 Some proposals 	34	Nicolas Eynaud	20:16, 25 February 2021 (UTC)	"  To me, ""Information age"" is very close to ""Information technology"" but the notion is not so clear. --"
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have	5	 Some proposals 	35	Minoo	21:56, 5 May 2021 (UTC)	  no reason mentioned
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have	5	 Some proposals 	36	Dawid2009	12:14, 13 February 2021 (UTC)	"Neutral

Discuss

Swap Rubens for Bow and arrow

Support
  Nom (Interstellarity)
 "
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have	5	 Some proposals 	37	GuzzyG	13:30, 23 February 2021 (UTC)	"Oppose
  Bow and arrow is a bland article, more what used to be a everyday object. Armour would atleast be different"
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have	5	 Some proposals 	38	Nicolas Eynaud	20:20, 25 February 2021 (UTC)	"  To me, ""Bow and arrow"" is a very generic article, Rubens is an important painter ans this change will reduce the part of arts in the list. --"
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have	5	 Some proposals 	39	Minoo	22:11, 5 May 2021 (UTC)	  the Flintstones
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have	6	 Swap Tim Berners-Lee for Mental health 	0	Interstellarity	15:23, 9 February 2021 (UTC)	We should probably remove a lot of bios from the list. This article might be a good alternative.
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have	6	 Swap Tim Berners-Lee for Mental health 	1	Dawid2009	12:15, 13 February 2021 (UTC)	"Support
  Nom (Interstellarity)
 "
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have	6	 Swap Tim Berners-Lee for Mental health 	2	Dawid2009	09:15, 23 April 2021 (UTC)	Oppose
